year,locality,axis_label,fig_title,fig_order,start_zero,value
1995,Holmöarna,"Koncentration, µg/g tv lever",Kadmium hos abborre,3009,TRUE,0.25501237483763434
1995,Holmöarna,"Koncentration, µg/g tv lever",Koppar hos abborre,3011,TRUE,9.23816188595028
1995,Holmöarna,"Koncentration, µg/g tv lever",Krom hos abborre,3010,TRUE,0.23722576090650965
1995,Holmöarna,"Koncentration, µg/g tv lever",Nickel hos abborre,3013,TRUE,0.4115229255777128
1995,Holmöarna,"Koncentration, µg/g tv lever",Zink hos abborre,3016,TRUE,75.76758317014472
1995,Holmöarna,"Koncentration, µg/g vv","CB-28+52+101+138+153+180 
 hos abborre",3030,TRUE,0.0022980442157561854
1995,Holmöarna,"Koncentration, ng/g vv muskel",Kvicksilver hos abborre,3012,TRUE,62.08467097608301
1995,Holmöarna,"Konditionsfaktor, K",Konditionsfaktor hos analyserad abborre,3005,FALSE,1.2370222228808765
1995,Holmöarna,"Längd, cm",Längd hos analyserad abborre,3003,FALSE,19.287348292665097
1995,Holmöarna,mm,Längd vid 1 års ålder hos tånglake,2022,FALSE,185
1995,Holmöarna,mm,Längd vid 2 års ålder hos tånglake,2023,FALSE,168.9047619047619
1995,Holmöarna,mm,Längd vid 3 års ålder hos tånglake,2024,FALSE,207.5
1995,Holmöarna,mm,Längd vid 4 års ålder hos tånglake,2025,FALSE,205.4
1995,Holmöarna,mm,Längd vid 5 års ålder hos tånglake,2026,FALSE,229.25
1995,Holmöarna,mmol/l plasma,Klorid hos abborre,1016,FALSE,98.9375
1995,Holmöarna,pmol/mg protein × minut,EROD hos hanabborre,1024,TRUE,137.6
1995,Holmöarna,pmol/mg protein × minut,EROD hos honabborre,1024,TRUE,86.10526315789474
1995,Holmöarna,"Vikt, g",Vikt hos analyserad abborre,3002,FALSE,88.75545831846448
1995,Holmöarna,"Ålder, år",Ålder hos analyserad abborre,3001,FALSE,4.554420466616247
1995,Kvädöfjärden,%,GSI hos honabborre,1010,FALSE,5.161666666666666
1995,Kvädöfjärden,%,GSI hos hontånglake,1010,FALSE,12.901304347826088
1995,Kvädöfjärden,%,Hematokrit hos abborre,1013,FALSE,25.5
1995,Kvädöfjärden,%,Hematokrit hos tånglake,1013,FALSE,10.291666666666666
1995,Kvädöfjärden,%,LSI hos abborre,1011,FALSE,1.4675
1995,Kvädöfjärden,%,LSI hos tånglake,1011,FALSE,1.4932
1995,Kvädöfjärden,%,Missbildade yngel tånglake,2007,FALSE,0.06666666666666667
1995,Kvädöfjärden,%,Onormala yngel tånglake,2008,FALSE,1.1772727272727272
1995,Kvädöfjärden,%,Sent döda yngel tånglake,2006,FALSE,1.1106060606060606
1995,Kvädöfjärden,%,Tidigt döda yngel tånglake,2005,FALSE,0
1995,Kvädöfjärden,°C,"Vattentemperatur vid 1m, säsongsmedel ",2011,FALSE,15.246212121212121
1995,Kvädöfjärden,µmol/mg protein × minut,Glutation S-transferas hos hantånglake,1026,TRUE,0.595
1995,Kvädöfjärden,µmol/mg protein × minut,Glutation S-transferas hos hontånglake,1026,TRUE,0.4612
1995,Kvädöfjärden,µmol/mg protein × minut,Katalas hos tånglake,1027,TRUE,36.632
1995,Kvädöfjärden,ESI,Ebryosomatisk index hos tånglake,2028,FALSE,17.572404280787595
1995,Kvädöfjärden,Faktor,Konditionsfaktor hos abborre,1009,FALSE,1.1716666666666666
1995,Kvädöfjärden,Faktor,Konditionsfaktor hos tånglake,1009,FALSE,0.4444
1995,Kvädöfjärden,"Fett, % i muskel",Fetthalt hos analyserad abborre,3004,FALSE,0.5967067197651009
1995,Kvädöfjärden,"Fett, % i muskel",Fetthalt hos analyserad tånglake,3004,FALSE,0.4667962842115389
1995,Kvädöfjärden,g/L,Hemoglobin hos abborre,1012,FALSE,56.5
1995,Kvädöfjärden,K,Kondition hos tånglake,2029,FALSE,0.3548307846552046
1995,Kvädöfjärden,"Koncentration, µg/g fv muskel",alfa-HCH hos abborre,3020,TRUE,0.011844242109626604
1995,Kvädöfjärden,"Koncentration, µg/g fv muskel",alfa-HCH hos tånglake,3020,TRUE,0.016416223210456816
1995,Kvädöfjärden,"Koncentration, µg/g fv muskel",beta-HCH hos tånglake,3021,TRUE,0.013060450269130807
1995,Kvädöfjärden,"Koncentration, µg/g fv muskel",DDD hos abborre,3018,TRUE,0.02053205736744637
1995,Kvädöfjärden,"Koncentration, µg/g fv muskel",DDD hos tånglake,3018,TRUE,0.08318049410670411
1995,Kvädöfjärden,"Koncentration, µg/g fv muskel",DDE hos abborre,3019,TRUE,0.10051084356165206
1995,Kvädöfjärden,"Koncentration, µg/g fv muskel",DDE hos tånglake,3019,TRUE,0.8977045350218169
1995,Kvädöfjärden,"Koncentration, µg/g fv muskel",DDT hos abborre,3017,TRUE,0.01401497666569361
1995,Kvädöfjärden,"Koncentration, µg/g fv muskel",DDT hos tånglake,3017,TRUE,0.13344111203614534
1995,Kvädöfjärden,"Koncentration, µg/g fv muskel",HCB hos abborre,3023,TRUE,0.0068423068960523385
1995,Kvädöfjärden,"Koncentration, µg/g fv muskel",HCB hos tånglake,3023,TRUE,0.022870656340530007
1995,Kvädöfjärden,"Koncentration, µg/g fv muskel",Lindan hos abborre,3022,TRUE,0.00971441457258881
1995,Kvädöfjärden,"Koncentration, µg/g fv muskel",Lindan hos tånglake,3022,TRUE,0.022917487546130568
1995,Kvädöfjärden,"Koncentration, µg/g fv muskel",PCB-101 hos abborre,3026,TRUE,0.012860538332457079
1995,Kvädöfjärden,"Koncentration, µg/g fv muskel",PCB-101 hos tånglake,3026,TRUE,0.0382370891655637
1995,Kvädöfjärden,"Koncentration, µg/g fv muskel",PCB-118 hos abborre,3027,TRUE,0.02508346291779679
1995,Kvädöfjärden,"Koncentration, µg/g fv muskel",PCB-118 hos tånglake,3027,TRUE,0.168504517484427
1995,Kvädöfjärden,"Koncentration, µg/g fv muskel",PCB-138 hos abborre,3026.5,TRUE,0.0523974919377562
1995,Kvädöfjärden,"Koncentration, µg/g fv muskel",PCB-138 hos tånglake,3026.5,TRUE,0.3531339184044541
1995,Kvädöfjärden,"Koncentration, µg/g fv muskel",PCB-153 hos abborre,3028,TRUE,0.07566752646316713
1995,Kvädöfjärden,"Koncentration, µg/g fv muskel",PCB-153 hos tånglake,3028,TRUE,0.5245013348186818
1995,Kvädöfjärden,"Koncentration, µg/g fv muskel",PCB-180 hos abborre,3029,TRUE,0.010048418888850814
1995,Kvädöfjärden,"Koncentration, µg/g fv muskel",PCB-180 hos tånglake,3029,TRUE,0.09157986148228468
1995,Kvädöfjärden,"Koncentration, µg/g fv muskel",PCB-28 hos abborre,3024,TRUE,0.004568271631249613
1995,Kvädöfjärden,"Koncentration, µg/g fv muskel",PCB-28 hos tånglake,3024,TRUE,0.03884161272481385
1995,Kvädöfjärden,"Koncentration, µg/g fv muskel",PCB-52 hos tånglake,3025,TRUE,0.02627180490651238
1995,Kvädöfjärden,"Koncentration, µg/g tv lever",Bly hos abborre,3014,TRUE,0.03424706100440526
1995,Kvädöfjärden,"Koncentration, µg/g tv lever",Bly hos tånglake,3014,TRUE,0.21819724852205277
1995,Kvädöfjärden,"Koncentration, µg/g tv lever",Kadmium hos abborre,3009,TRUE,0.2769471841129902
1995,Kvädöfjärden,"Koncentration, µg/g tv lever",Kadmium hos tånglake,3009,TRUE,1.0078453551815916
1995,Kvädöfjärden,"Koncentration, µg/g tv lever",Koppar hos abborre,3011,TRUE,9.047433602493786
1995,Kvädöfjärden,"Koncentration, µg/g tv lever",Koppar hos tånglake,3011,TRUE,28.904423689730663
1995,Kvädöfjärden,"Koncentration, µg/g tv lever",Krom hos abborre,3010,TRUE,0.1720855748918292
1995,Kvädöfjärden,"Koncentration, µg/g tv lever",Krom hos tånglake,3010,TRUE,0.31050548689022317
1995,Kvädöfjärden,"Koncentration, µg/g tv lever",Nickel hos abborre,3013,TRUE,0.42217077552880494
1995,Kvädöfjärden,"Koncentration, µg/g tv lever",Nickel hos tånglake,3013,TRUE,0.5259480735249287
1995,Kvädöfjärden,"Koncentration, µg/g tv lever",Zink hos abborre,3016,TRUE,70.97787565087366
1995,Kvädöfjärden,"Koncentration, µg/g tv lever",Zink hos tånglake,3016,TRUE,190.77314023298845
1995,Kvädöfjärden,"Koncentration, µg/g vv","CB-28+52+101+138+153+180 
 hos tånglake",3030,TRUE,0.005006696466903184
1995,Kvädöfjärden,"Koncentration, ng/g vv muskel",Kvicksilver hos abborre,3012,TRUE,26.788140716279663
1995,Kvädöfjärden,"Koncentration, ng/g vv muskel",Kvicksilver hos tånglake,3012,TRUE,94.25928744455346
1995,Kvädöfjärden,"Konditionsfaktor, K",Konditionsfaktor hos analyserad abborre,3005,FALSE,1.2431836347392047
1995,Kvädöfjärden,"Konditionsfaktor, K",Konditionsfaktor hos analyserad tånglake,3005,FALSE,0.3542271546165234
1995,Kvädöfjärden,"Längd, cm",Längd hos analyserad abborre,3003,FALSE,19.60908820521303
1995,Kvädöfjärden,"Längd, cm",Längd hos analyserad tånglake,3003,FALSE,19.407440099450227
1995,Kvädöfjärden,m,"Siktdjup, säsongsmedel",2012,FALSE,4.154545454545454
1995,Kvädöfjärden,mm,Längd vid 1 års ålder hos tånglake,2022,FALSE,151.66666666666666
1995,Kvädöfjärden,mm,Längd vid 2 års ålder hos tånglake,2023,FALSE,184.9512195121951
1995,Kvädöfjärden,mm,Längd vid 3 års ålder hos tånglake,2024,FALSE,197.8095238095238
1995,Kvädöfjärden,mm,Längd vid 4 års ålder hos tånglake,2025,FALSE,221.86206896551724
1995,Kvädöfjärden,mm,Längd vid 5 års ålder hos tånglake,2026,FALSE,220
1995,Kvädöfjärden,mmol/l plasma,Glukos hos abborre,1014,FALSE,3.975
1995,Kvädöfjärden,mmol/l plasma,Klorid hos abborre,1016,FALSE,117.18181818181819
1995,Kvädöfjärden,mmol/l plasma,Klorid hos tånglake,1016,FALSE,114.33333333333333
1995,Kvädöfjärden,nmol/mg protein × minut,Glutation hos tånglake,1025,TRUE,18.696
1995,Kvädöfjärden,pmol/mg protein × minut,EROD hos hantånglake,1024,TRUE,132.5
1995,Kvädöfjärden,pmol/mg protein × minut,EROD hos honabborre,1024,TRUE,81.83333333333333
1995,Kvädöfjärden,pmol/mg protein × minut,EROD hos hontånglake,1024,TRUE,27.56
1995,Kvädöfjärden,"Vikt, g",Vikt hos analyserad abborre,3002,FALSE,93.73623044968075
1995,Kvädöfjärden,"Vikt, g",Vikt hos analyserad tånglake,3002,FALSE,25.893252941254136
1995,Kvädöfjärden,"Ålder, år",Ålder hos analyserad abborre,3001,FALSE,3.836722358518618
1995,Kvädöfjärden,"Ålder, år",Ålder hos analyserad tånglake,3001,FALSE,3.4782716716734474
1995,Kvädöfjärden,år,Ålder hos abborre,1008,FALSE,4.545454545454546
1996,Fjällbacka,%,GSI hos hontånglake,1010,FALSE,13.076956521739131
1996,Fjällbacka,%,Hematokrit hos tånglake,1013,FALSE,16.166666666666668
1996,Fjällbacka,%,LSI hos tånglake,1011,FALSE,1.5670833333333334
1996,Fjällbacka,µmol/mg protein × minut,Glutation S-transferas hos hantånglake,1026,TRUE,1.8944444444444444
1996,Fjällbacka,µmol/mg protein × minut,Glutation S-transferas hos hontånglake,1026,TRUE,1.03125
1996,Fjällbacka,µmol/mg protein × minut,Katalas hos tånglake,1027,TRUE,70.70416666666667
1996,Fjällbacka,Faktor,Konditionsfaktor hos tånglake,1009,FALSE,0.47458333333333336
1996,Fjällbacka,"Fett, % i muskel",Fetthalt hos analyserad tånglake,3004,FALSE,0.6489281017869992
1996,Fjällbacka,"Koncentration, µg/g fv muskel",alfa-HCH hos tånglake,3020,TRUE,0.00706465308218512
1996,Fjällbacka,"Koncentration, µg/g fv muskel",DDD hos tånglake,3018,TRUE,0.006945607848682657
1996,Fjällbacka,"Koncentration, µg/g fv muskel",DDE hos tånglake,3019,TRUE,0.07113361031454188
1996,Fjällbacka,"Koncentration, µg/g fv muskel",DDT hos tånglake,3017,TRUE,0.01249305138860806
1996,Fjällbacka,"Koncentration, µg/g fv muskel",HCB hos tånglake,3023,TRUE,0.012763913150615045
1996,Fjällbacka,"Koncentration, µg/g fv muskel",Lindan hos tånglake,3022,TRUE,0.014614486267739112
1996,Fjällbacka,"Koncentration, µg/g fv muskel",PCB-101 hos tånglake,3026,TRUE,0.021989973072468524
1996,Fjällbacka,"Koncentration, µg/g fv muskel",PCB-118 hos tånglake,3027,TRUE,0.09885409280956195
1996,Fjällbacka,"Koncentration, µg/g fv muskel",PCB-138 hos tånglake,3026.5,TRUE,0.14990970062630518
1996,Fjällbacka,"Koncentration, µg/g fv muskel",PCB-153 hos tånglake,3028,TRUE,0.20166627511098972
1996,Fjällbacka,"Koncentration, µg/g fv muskel",PCB-180 hos tånglake,3029,TRUE,0.03506729075100744
1996,Fjällbacka,"Koncentration, µg/g fv muskel",PCB-28 hos tånglake,3024,TRUE,0.004005470995620797
1996,Fjällbacka,"Koncentration, µg/g fv muskel",PCB-52 hos tånglake,3025,TRUE,0.007819299936771338
1996,Fjällbacka,"Koncentration, µg/g tv lever",Bly hos tånglake,3014,TRUE,0.274681517352897
1996,Fjällbacka,"Koncentration, µg/g tv lever",Kadmium hos tånglake,3009,TRUE,0.26353644373689367
1996,Fjällbacka,"Koncentration, µg/g tv lever",Koppar hos tånglake,3011,TRUE,32.168290816012636
1996,Fjällbacka,"Koncentration, µg/g tv lever",Krom hos tånglake,3010,TRUE,0.4183604426073778
1996,Fjällbacka,"Koncentration, µg/g tv lever",Nickel hos tånglake,3013,TRUE,0.36801337226913683
1996,Fjällbacka,"Koncentration, µg/g tv lever",Zink hos tånglake,3016,TRUE,148.12370489922424
1996,Fjällbacka,"Koncentration, µg/g vv","CB-28+52+101+138+153+180 
 hos tånglake",3030,TRUE,0.0027284701863046646
1996,Fjällbacka,"Koncentration, ng/g vv muskel",Kvicksilver hos tånglake,3012,TRUE,9.174747066155831
1996,Fjällbacka,"Konditionsfaktor, K",Konditionsfaktor hos analyserad tånglake,3005,FALSE,0.4488687963946308
1996,Fjällbacka,"Längd, cm",Längd hos analyserad tånglake,3003,FALSE,21.726636798798026
1996,Fjällbacka,mmol/l plasma,Klorid hos tånglake,1016,FALSE,153.70833333333334
1996,Fjällbacka,nmol/mg protein × minut,Glutation hos tånglake,1025,TRUE,15.977916666666667
1996,Fjällbacka,pmol/mg protein × minut,EROD hos hantånglake,1024,TRUE,324.22222222222223
1996,Fjällbacka,pmol/mg protein × minut,EROD hos hontånglake,1024,TRUE,111.95833333333333
1996,Fjällbacka,"Vikt, g",Vikt hos analyserad tånglake,3002,FALSE,46.035930859707726
1996,Fjällbacka,"Ålder, år",Ålder hos analyserad tånglake,3001,FALSE,3.7039373047906454
1996,Fjällbacka,år,Ålder hos tånglake,1008,FALSE,1.875
1996,"Fjällbacka, okt",%,Missbildade yngel tånglake,2007,FALSE,0.1870748299319728
1996,"Fjällbacka, okt",%,Onormala yngel tånglake,2008,FALSE,3.2639567631513793
1996,"Fjällbacka, okt",%,Sent döda yngel tånglake,2006,FALSE,2.080155676052475
1996,"Fjällbacka, okt",%,Tidigt döda yngel tånglake,2005,FALSE,0.6527651901997783
1996,"Fjällbacka, okt",°C,"Temperatur i vatten vid redskap under 
provfiske",2013,FALSE,9.961666666666666
1996,"Fjällbacka, okt",antal per redskap och natt,"Karpfiskar och mesopredatorer, 
fångst under provfiske",2015,FALSE,0.14166666666666666
1996,"Fjällbacka, okt",antal per redskap och natt,"Rovfisk, fångst under provfiske",2021,FALSE,6.258333333333333
1996,"Fjällbacka, okt",antal per redskap och natt,"Strandkrabba, fångst under provfiske",2016,FALSE,65.86666666666666
1996,"Fjällbacka, okt",antal per redskap och natt,"Torsk, fångst under provfiske",2018,FALSE,3.8916666666666666
1996,"Fjällbacka, okt",antal per redskap och natt,Totalfångst under provfiske,2017,FALSE,11.058333333333334
1996,"Fjällbacka, okt",antal per redskap och natt,"Tånglake, fångst under provfiske",2019,FALSE,0.975
1996,"Fjällbacka, okt",antal per redskap och natt,"Ål, fångst under provfiske",2020,FALSE,0.3833333333333333
1996,"Fjällbacka, okt",ESI,Ebryosomatisk index hos tånglake,2028,FALSE,14.478891797100536
1996,"Fjällbacka, okt",K,Kondition hos tånglake,2029,FALSE,0.40943411560661264
1996,"Fjällbacka, okt",m,Siktdjup under provfiske,2010,FALSE,2.25
1996,"Fjällbacka, okt",mm,Längd vid 1 års ålder hos tånglake,2022,FALSE,230.0625
1996,"Fjällbacka, okt",mm,Längd vid 2 års ålder hos tånglake,2023,FALSE,258
1996,"Fjällbacka, okt",mm,Längd vid 3 års ålder hos tånglake,2024,FALSE,295.3333333333333
1996,"Fjällbacka, okt",N,Artantal,2001,FALSE,14
1996,"Fjällbacka, okt",Shannon-Wiener diversitetsindex,Diversitet,2002,FALSE,1.718419103077149
1996,"Fjällbacka, okt",Trofisk medelnivå,Trofisk medelnivå,2003,FALSE,4.087867370007536
1996,Holmöarna,%,GSI hos honabborre,1010,FALSE,5.352083333333333
1996,Holmöarna,%,Hematokrit hos abborre,1013,FALSE,30.416666666666668
1996,Holmöarna,%,LSI hos abborre,1011,FALSE,1.59125
1996,Holmöarna,%,Missbildade yngel tånglake,2007,FALSE,0.3901829814576171
1996,Holmöarna,%,Onormala yngel tånglake,2008,FALSE,2.3176774185797817
1996,Holmöarna,%,Sent döda yngel tånglake,2006,FALSE,1.6177770542340504
1996,Holmöarna,%,Tidigt döda yngel tånglake,2005,FALSE,0.30971738288811457
1996,Holmöarna,°C,"Vattentemperatur vid 1m, säsongsmedel",2011,FALSE,13.909090909090908
1996,Holmöarna,ESI,Ebryosomatisk index hos tånglake,2028,FALSE,20.577624649383715
1996,Holmöarna,Faktor,Konditionsfaktor hos abborre,1009,FALSE,1.14
1996,Holmöarna,"Fett, % i muskel",Fetthalt hos analyserad abborre,3004,FALSE,0.7508667942358652
1996,Holmöarna,K,Kondition hos tånglake,2029,FALSE,0.2699227130179976
1996,Holmöarna,"Koncentration, µg/g fv muskel",alfa-HCH hos abborre,3020,TRUE,0.006930535871859624
1996,Holmöarna,"Koncentration, µg/g fv muskel",beta-HCH hos abborre,3021,TRUE,0.0032945607920900526
1996,Holmöarna,"Koncentration, µg/g fv muskel",DDD hos abborre,3018,TRUE,0.0056758538140577065
1996,Holmöarna,"Koncentration, µg/g fv muskel",DDE hos abborre,3019,TRUE,0.097022128231384
1996,Holmöarna,"Koncentration, µg/g fv muskel",DDT hos abborre,3017,TRUE,0.03462187684946625
1996,Holmöarna,"Koncentration, µg/g fv muskel",HCB hos abborre,3023,TRUE,0.012012298085598744
1996,Holmöarna,"Koncentration, µg/g fv muskel",Lindan hos abborre,3022,TRUE,0.006367060079617398
1996,Holmöarna,"Koncentration, µg/g fv muskel",PCB-101 hos abborre,3026,TRUE,0.030366660173972156
1996,Holmöarna,"Koncentration, µg/g fv muskel",PCB-118 hos abborre,3027,TRUE,0.0424569743394344
1996,Holmöarna,"Koncentration, µg/g fv muskel",PCB-138 hos abborre,3026.5,TRUE,0.09668821016195861
1996,Holmöarna,"Koncentration, µg/g fv muskel",PCB-153 hos abborre,3028,TRUE,0.13570765934297702
1996,Holmöarna,"Koncentration, µg/g fv muskel",PCB-180 hos abborre,3029,TRUE,0.049525137519809165
1996,Holmöarna,"Koncentration, µg/g fv muskel",PCB-28 hos abborre,3024,TRUE,0.003611873977384577
1996,Holmöarna,"Koncentration, µg/g fv muskel",PCB-52 hos abborre,3025,TRUE,0.006141747763630313
1996,Holmöarna,"Koncentration, µg/g tv lever",Bly hos abborre,3014,TRUE,0.033132786783326484
1996,Holmöarna,"Koncentration, µg/g tv lever",Kadmium hos abborre,3009,TRUE,0.17554485779369022
1996,Holmöarna,"Koncentration, µg/g tv lever",Koppar hos abborre,3011,TRUE,8.353966458737633
1996,Holmöarna,"Koncentration, µg/g tv lever",Krom hos abborre,3010,TRUE,0.20641271044118215
1996,Holmöarna,"Koncentration, µg/g tv lever",Nickel hos abborre,3013,TRUE,0.2958994830249487
1996,Holmöarna,"Koncentration, µg/g tv lever",Zink hos abborre,3016,TRUE,102.03968619172066
1996,Holmöarna,"Koncentration, µg/g vv","CB-28+52+101+138+153+180 
 hos abborre",3030,TRUE,0.0024181011023776244
1996,Holmöarna,"Koncentration, ng/g vv muskel",Kvicksilver hos abborre,3012,TRUE,88.33687883610698
1996,Holmöarna,"Konditionsfaktor, K",Konditionsfaktor hos analyserad abborre,3005,FALSE,1.0948869232996896
1996,Holmöarna,"Längd, cm",Längd hos analyserad abborre,3003,FALSE,18.814095267071785
1996,Holmöarna,mm,Längd vid 2 års ålder hos tånglake,2023,FALSE,184.66666666666666
1996,Holmöarna,mm,Längd vid 3 års ålder hos tånglake,2024,FALSE,168.5
1996,Holmöarna,mm,Längd vid 4 års ålder hos tånglake,2025,FALSE,175.27777777777777
1996,Holmöarna,mm,Längd vid 5 års ålder hos tånglake,2026,FALSE,194.72222222222223
1996,Holmöarna,mmol/l plasma,Klorid hos abborre,1016,FALSE,98.6086956521739
1996,Holmöarna,pmol/mg protein × minut,EROD hos honabborre,1024,TRUE,103.83333333333333
1996,Holmöarna,"Vikt, g",Vikt hos analyserad abborre,3002,FALSE,72.91540379565963
1996,Holmöarna,"Ålder, år",Ålder hos analyserad abborre,3001,FALSE,5.150032043237725
1996,Kvädöfjärden,%,GSI hos honabborre,1010,FALSE,4.716904761904762
1996,Kvädöfjärden,%,GSI hos hontånglake,1010,FALSE,11.854
1996,Kvädöfjärden,%,Hematokrit hos abborre,1013,FALSE,28.214285714285715
1996,Kvädöfjärden,%,Hematokrit hos tånglake,1013,FALSE,13.12
1996,Kvädöfjärden,%,LSI hos abborre,1011,FALSE,1.3361904761904762
1996,Kvädöfjärden,%,LSI hos tånglake,1011,FALSE,1.6992
1996,Kvädöfjärden,%,Missbildade yngel tånglake,2007,FALSE,0
1996,Kvädöfjärden,%,Onormala yngel tånglake,2008,FALSE,2.894606073573441
1996,Kvädöfjärden,%,Sent döda yngel tånglake,2006,FALSE,2.4767841682127396
1996,Kvädöfjärden,%,Tidigt döda yngel tånglake,2005,FALSE,0.3455327487341955
1996,Kvädöfjärden,°C,"Vattentemperatur vid 1m, säsongsmedel ",2011,FALSE,13.210606060606061
1996,Kvädöfjärden,µmol/mg protein × minut,Glutation S-transferas hos hantånglake,1026,TRUE,0.77
1996,Kvädöfjärden,µmol/mg protein × minut,Glutation S-transferas hos hontånglake,1026,TRUE,0.4975
1996,Kvädöfjärden,µmol/mg protein × minut,Katalas hos tånglake,1027,TRUE,64.37083333333334
1996,Kvädöfjärden,ESI,Ebryosomatisk index hos tånglake,2028,FALSE,15.623841191036563
1996,Kvädöfjärden,Faktor,Konditionsfaktor hos abborre,1009,FALSE,1.1483333333333334
1996,Kvädöfjärden,Faktor,Konditionsfaktor hos tånglake,1009,FALSE,0.4232
1996,Kvädöfjärden,"Fett, % i muskel",Fetthalt hos analyserad abborre,3004,FALSE,0.6626965705122873
1996,Kvädöfjärden,"Fett, % i muskel",Fetthalt hos analyserad tånglake,3004,FALSE,0.5932085871472327
1996,Kvädöfjärden,g/L,Hemoglobin hos abborre,1012,FALSE,63.26190476190476
1996,Kvädöfjärden,K,Kondition hos tånglake,2029,FALSE,0.3352215424621776
1996,Kvädöfjärden,"Koncentration, µg/g fv muskel",alfa-HCH hos abborre,3020,TRUE,0.009515673432836243
1996,Kvädöfjärden,"Koncentration, µg/g fv muskel",alfa-HCH hos tånglake,3020,TRUE,0.01632695650185553
1996,Kvädöfjärden,"Koncentration, µg/g fv muskel",beta-HCH hos abborre,3021,TRUE,0.004896572043873413
1996,Kvädöfjärden,"Koncentration, µg/g fv muskel",beta-HCH hos tånglake,3021,TRUE,0.010844101714340032
1996,Kvädöfjärden,"Koncentration, µg/g fv muskel",DDD hos abborre,3018,TRUE,0.013405251495211159
1996,Kvädöfjärden,"Koncentration, µg/g fv muskel",DDD hos tånglake,3018,TRUE,0.03486689318798847
1996,Kvädöfjärden,"Koncentration, µg/g fv muskel",DDE hos abborre,3019,TRUE,0.053220099043565464
1996,Kvädöfjärden,"Koncentration, µg/g fv muskel",DDE hos tånglake,3019,TRUE,0.38383920053325143
1996,Kvädöfjärden,"Koncentration, µg/g fv muskel",DDT hos abborre,3017,TRUE,0.014914791617564397
1996,Kvädöfjärden,"Koncentration, µg/g fv muskel",DDT hos tånglake,3017,TRUE,0.06033639113729727
1996,Kvädöfjärden,"Koncentration, µg/g fv muskel",HCB hos abborre,3023,TRUE,0.005915010461457007
1996,Kvädöfjärden,"Koncentration, µg/g fv muskel",HCB hos tånglake,3023,TRUE,0.0174037114487768
1996,Kvädöfjärden,"Koncentration, µg/g fv muskel",Lindan hos abborre,3022,TRUE,0.008129464320829921
1996,Kvädöfjärden,"Koncentration, µg/g fv muskel",Lindan hos tånglake,3022,TRUE,0.019460289285509736
1996,Kvädöfjärden,"Koncentration, µg/g fv muskel",PCB-101 hos abborre,3026,TRUE,0.009904301449299166
1996,Kvädöfjärden,"Koncentration, µg/g fv muskel",PCB-101 hos tånglake,3026,TRUE,0.018272415892166292
1996,Kvädöfjärden,"Koncentration, µg/g fv muskel",PCB-118 hos abborre,3027,TRUE,0.019084781732051283
1996,Kvädöfjärden,"Koncentration, µg/g fv muskel",PCB-118 hos tånglake,3027,TRUE,0.08883035451500734
1996,Kvädöfjärden,"Koncentration, µg/g fv muskel",PCB-138 hos abborre,3026.5,TRUE,0.03787895929997362
1996,Kvädöfjärden,"Koncentration, µg/g fv muskel",PCB-138 hos tånglake,3026.5,TRUE,0.21393560343863488
1996,Kvädöfjärden,"Koncentration, µg/g fv muskel",PCB-153 hos abborre,3028,TRUE,0.054849898033337084
1996,Kvädöfjärden,"Koncentration, µg/g fv muskel",PCB-153 hos tånglake,3028,TRUE,0.3339084444252555
1996,Kvädöfjärden,"Koncentration, µg/g fv muskel",PCB-180 hos abborre,3029,TRUE,0.007531733418755633
1996,Kvädöfjärden,"Koncentration, µg/g fv muskel",PCB-180 hos tånglake,3029,TRUE,0.06452148158031339
1996,Kvädöfjärden,"Koncentration, µg/g fv muskel",PCB-28 hos abborre,3024,TRUE,0.0027266317086987128
1996,Kvädöfjärden,"Koncentration, µg/g fv muskel",PCB-28 hos tånglake,3024,TRUE,0.004595788572560098
1996,Kvädöfjärden,"Koncentration, µg/g fv muskel",PCB-52 hos tånglake,3025,TRUE,0.00630975446147829
1996,Kvädöfjärden,"Koncentration, µg/g tv lever",Bly hos abborre,3014,TRUE,0.03375084181498415
1996,Kvädöfjärden,"Koncentration, µg/g tv lever",Bly hos tånglake,3014,TRUE,0.2719073325939278
1996,Kvädöfjärden,"Koncentration, µg/g tv lever",Kadmium hos abborre,3009,TRUE,0.2886964490393215
1996,Kvädöfjärden,"Koncentration, µg/g tv lever",Kadmium hos tånglake,3009,TRUE,1.0243969261330566
1996,Kvädöfjärden,"Koncentration, µg/g tv lever",Koppar hos abborre,3011,TRUE,10.58495641880556
1996,Kvädöfjärden,"Koncentration, µg/g tv lever",Koppar hos tånglake,3011,TRUE,13.958734357865648
1996,Kvädöfjärden,"Koncentration, µg/g tv lever",Krom hos abborre,3010,TRUE,0.20352168416187952
1996,Kvädöfjärden,"Koncentration, µg/g tv lever",Nickel hos abborre,3013,TRUE,0.23337975666135347
1996,Kvädöfjärden,"Koncentration, µg/g tv lever",Nickel hos tånglake,3013,TRUE,0.43481476882911835
1996,Kvädöfjärden,"Koncentration, µg/g tv lever",Zink hos abborre,3016,TRUE,99.3082994500575
1996,Kvädöfjärden,"Koncentration, µg/g tv lever",Zink hos tånglake,3016,TRUE,167.686691915225
1996,Kvädöfjärden,"Koncentration, µg/g vv","CB-28+52+101+138+153+180 
 hos tånglake",3030,TRUE,0.003805691063297171
